Directorate,Operations,URN,MPS,IRIS,DIR,BTP,EIRF,WAASB,ASIF,SHE,MTR,LORRL,Date Entered,Incident Date,Year,Month,Weekday,Time,Hour,HourGroup,FinancialPeriodInYear,Period,Week,Qtr,Station,Bus Route,Location / Road Name,Area Within Station,Area Within Station (2),HOCO,Line Management,Area Management,Cover Group,Bus Route Journey,Bus Garage,Bus Operator,Boroughs,Ward,Easting,Northing,Description,Classification,Harm Score,Trigger 1,Trigger 2,Trigger 3,Spit,"Hate (D,F,H,R)",Intox,"RS / Beg (B,R)",Youth,Rep Off,"Ped Con (B,E,R,S)",Off Bus,Through Window,Weapon (seen/used),Liquid,Number of Vics,Victim 1 Gender,Victim 1 Job Role,Victim 2 Gender,Victim 2 Job Role,Victim 3 Gender,Victim 3 Job Role,Victim 4 Gender,Victim 4 Job Role,Victim 5 Gender,Victim 5 Job Role,Suspect Number (Aprox),Suspect Gender,CheckForSubject,CheckForAction,Confidence,Date_Created,ReportingLag
,,9530204,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,20:29,20,6pm-10pm,9,,,,,242,CHATSWORTH ROAD - HACKNEY,,,,,,,,,,Hackney,,535680,185571,"MIXED GROUP 15 OF THEM BOARDED THROUGH THE BACK DOORS BEING RUDE TO DRIVER

Recalled all clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 20:40,
,,9530238,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,21:09,21,6pm-10pm,9,,,,,54,PLUMSTEAD ROAD - GREENWICH,,,,,,,,,,Greenwich,,543935,178943,fem refusing to leave end of route.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 21:14,
,,9530251,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,21:27,21,6pm-10pm,9,,,,,183,[BLANK],,,,,,,,,,Harrow,,515267,188107,"stabbing at bus station  -  very possible station will be closed , police and las on scene  
2132-CALLED BSC SEVERAL TIMES NO ANSWER 

2145 - STILL NO ANSWER FOR BSC - ESCALATED TO BUSES ON CALL WHO WILL TRY AND REACH THEM

From the NTC Bus station",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 22:37,
,,9530268,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,21:55,21,6pm-10pm,9,,,,,14,PICCADILLY - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529440,180603,stop closure hood has been removed and laying on floor  - CCTV 7450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 06:34,
,,9530272,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,22:01,22,10pm-2am,9,,,,,115,HIGH STREET SOUTH - NEWHAM,,,,,,,,,,Newham,,542607,183562,NO23/47363 ADVISED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 22:02,
,,9530278,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,22:10,22,10pm-2am,9,,,,,237,"GOLDHAWK ROAD - HAMMERSMITH AND FULHAM, LONDON BOROUGH OF HOUNSLOW",,,,,,,,,,Hammersmith and Fulham,,522885,179565,[BLANK],FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 22:14,
,,9530279,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,22:13,22,10pm-2am,9,,,,,171,"NEW CROSS ROAD - LEWISHAM, SOUTHWARK",,,,,,,,,,Lewisham,,535955,176721,[BLANK],DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,24/11/2023 22:14,
,,9530308,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,23:03,23,10pm-2am,9,,,,,183,GOLDERS GREEN ROAD - BARNET,,,,,,,,,,Barnet,,524187,188270,"male 30  ic1   female 25   ic1   abusive 

clear on GIS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,24/11/2023 23:10,
,,9530323,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,23:13,23,10pm-2am,9,,,,,56,"BALLS POND ROAD - ISLINGTON, HACKNEY",,,,,,,,,,,,530000,90000,DVR REPORTING ROAD OPEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,24/11/2023 23:14,
,,9530338,,,DIR,,,,,,,,27/11/2023,24/11/2023,2023,NOVEMBER,FRIDAY,23:25,23,10pm-2am,9,,,,,472,GAYTON ROAD -,,,,,,,,,,Bexley,,547443,179021,"MALE REFUSING TO LEAVE AT END OF RTE, BUS NEEDS TO GO BACK TO GARAGE
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 00:07,
,,9530354,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,00:05,0,10pm-2am,9,,,,,31,BELSIZE ROAD - CAMDEN,,,,,,,,,,Camden,,526310,184108,"male drunk abusive   30 ic3    ic3     

recall -   clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 00:09,
,,9530361,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,00:10,0,10pm-2am,9,,,,,,"LONGBRIDGE ROAD - BARKING AND DAGENHAM, REDBRIDGE",,,,,,,,,,Barking and Dagenham,,547392,185751,"BLACK MALE AA 24 6FT SKINNY BUILD BLACK SHOULDER LENGHT HAIR DARK JACKET GREY JEANS 

POSS ON A RTE 5 MISSING SINCE 2319 

NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 01:41,
,,9530362,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,00:11,0,10pm-2am,9,,,,,99,PLUMSTEAD ROAD - GREENWICH,,,,,,,,,,Greenwich,,544369,178950,"fight on bus  -  poor tx  -  assualt alarm on  

bus moved off GIS",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 00:14,
,,9530370,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,00:37,0,10pm-2am,9,,,,,31,ARIEL WAY - HAMMERSMITH AND FULHAM,,,,,,,,,,,,530000,90000,ROAD CLEAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 00:37,
,,9530378,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,00:57,0,10pm-2am,9,,,,,N199,QUEENSWAY - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,544300,167612,"MALE WITH PUSH BIKE  -  35  IC3   BLACK JACKET   - ABUSIVE       

RECALL -  CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 01:00,
,,9530401,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,02:14,2,2am-6am,9,,,,,149,[BLANK],,,,,,,,,,Southwark,,532873,180219,"MALE DRUNK ASLEEP 30 IC3    
RECALL ALL CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 03:13,
,,9530409,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,02:31,2,2am-6am,9,,,,,N15,CAVENDISH PLACE - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,528790,181420,male sleeper  ic1,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 03:10,
,,9530410,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,02:35,2,2am-6am,9,,,,,171,WALWORTH ROAD - SOUTHWARK,,,,,,,,,,Southwark,,532323,178260,"MALE WITH A JEERY CAN AND A PLANK OF WOOD WALKING IN THE R D
CCTV NOTHING SEEN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 02:39,
,,9530414,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,02:48,2,2am-6am,9,,,,,N74,FULHAM PALACE ROAD - HAMMERSMITH AND FULHAM,,,,,,,,,,Hammersmith and Fulham,,523738,177573,"DRUNK MALE CAUSING DISTURBANCE

CCTV 5829 BUS VIEWED DRIVING OFF, MALE LEFT BUS, TRIED TO CALL BUS BACK BUT RADIO BUSY",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 03:01,
,,9530415,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,02:59,2,2am-6am,9,,,,,,HOLLOWAY ROAD - ISLINGTON,,,,,,,,,,Islington,,530726,185735,"MALE SLEEPING 45 IC1 

RECALL -  CLEAR",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 03:10,
,,9530416,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,03:06,3,2am-6am,9,,,,,,THEBERTON STREET - ISLINGTON,,,,,,,,,,Islington,,531634,183796,"WHITE FEM AA 30 4FT11 SLIM BUILD LONG BROWN HAIR WHITE TOP BLACK DRESS BLACK BOOTS ALSO A BAG NO COLOUR 

MISSING SINCE 22:30 

NO FURTHER CALLS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 05:06,
,,9530430,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,04:36,4,2am-6am,9,,,,,N133,SUN STREET PASSAGE - CITY OF LONDON,,,,,,,,,,City of London,,533099,181597,IC3 FEMALE    refusing to leave last stop,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 04:41,
,,9530434,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,04:43,4,2am-6am,9,,,,,N9,SHEPHERD'S BUSH ROAD - HAMMERSMITH AND FULHAM,,,,,,,,,,Hammersmith and Fulham,,523505,179405,"2 or 3  injured   , ic3 males fighting 
driver  -  poor communication skills  

ic3 males fighting on bus  ,  cctv  61.151  

police on scene whilst on call -  a pax has called for police  

bus has left the scene",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 05:00,
,,9530459,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,05:17,5,2am-6am,9,,,,,69,[BLANK],,,,,,,,,,Newham,,539460,181371,"male ic3  6ft  slim   40   laying upper deck , awake , refuse to leave",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 05:36,
,,9530551,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,07:19,7,6am-10am,9,,,,,343,JERNINGHAM ROAD - LEWISHAM,,,,,,,,,,Lewisham,,535976,176187,"no tx   

08:22 - FROM CONTROLLER - DVR CALLED ABOUT ROAD SURFACE ON RBT BEING SLIPPERY DUE TO FROST - ADVISED AS TEMP NOW WARMING ISSUE SHOULD SUBSIDE
CONTROLLER HAS PUT OUT ALL CALL TO RTE
08:52 - FURTHER CALL FROM CONTROLLER - ANOTHER DVR CALLED,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 10:33,
,,9530555,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,07:26,7,6am-10am,9,,,,,206,CAMBRIDGE AVENUE - BRENT,,,,,,,,,,Camden,,525480,183555,"potholes on stretch of rd been reported multiple times , no repairs made  

alreaDY REPORTED  -  FIX MY STREETS  REF 5190949",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 07:34,
,,9530564,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,07:33,7,6am-10am,9,,,,,,[BLANK],,,,,,,,,,,,530000,90000,NO SPEECH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 07:33,
,,9530595,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:08,8,6am-10am,9,,,,,484,ENDWELL ROAD - LEWISHAM,,,,,,,,,,Lewisham,,536308,176241,"alleges road is icy and needs gritting

NRT - SHOULD BE ON BOROUGH/COUNCIL PLANS TO GRIT ROAD IF NECCESSARY. WILL AWAIT FURTHER CALLS IF BECOMES MORE OF AN ISSUE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 08:42,
,,9530599,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:11,8,6am-10am,9,,,,,G1,[BLANK],,,,,,,,,,Wandsworth,,526750,171231,alleges there are temp ats - purpose of call unknown - as confirms there is no issue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 08:12,
,,9530615,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:33,8,6am-10am,9,,,,,188,THURSTON ROAD - LEWISHAM,,,,,,,,,,Lewisham,,537923,175974,Male spat on the cab door and left the scene.  Told to take a sample and report incident locally.  Bus still moving,VIOLENCE AGAINST THE PERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 08:35,
,,9530619,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:37,8,6am-10am,9,,,,,484,HILLY FIELDS CRESCENT - LEWISHAM,,,,,,,,,,Lewisham,,537307,175560,reproting road needs gritting - however drv cannot name loc - await meaningful info,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,26/11/2023 08:38,
,,9530625,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:51,8,6am-10am,9,,,,,87,STRAND - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,530847,180969,"Male sleeping on the bus.
All clear",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 09:39,
,,9530631,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,08:55,8,6am-10am,9,,,,,134,HIGH ROAD - BARNET,,,,,,,,,,Barnet,,526382,192113,"MALE, REFUSING TO LEAVE, NOW ASLEEP
ON STAND",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 09:12,
,,9530661,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,09:09,9,6am-10am,9,,,,,2,[BLANK],,,,,,,,,,Lambeth,,531933,171715,"2 youthes smoking weed on the bus
*0911 they left.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 09:11,
,,9530689,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,09:29,9,6am-10am,9,,,,,200,COPSE HILL - MERTON,,,,,,,,,,Merton,,522901,170293,Stops can be reopened as the R/W have finished.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 09:35,
,,9530694,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,09:31,9,6am-10am,9,,,,,139,GROVE END ROAD - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,526673,182662,"GONE MECH, WINDSCREEN BLIND BROKEN, DVR UNABLE TO SEE WHEN DRIVING DUE TO GLARE FROM SUN
BUS AT STOP, NOT BLOCKING ROAD
CONTROLLER AWARE AND ARRANGING ENGINEERS, NO ETA
PAX REFUSING TO LEAVE, SEEMS TO BE HOMELESS, FEMALE
*1041 mps asking if req - yes",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,FALSE,1,25/11/2023 11:40,
,,9530782,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,10:29,10,10am-2pm,9,,,,,97,OLD CHURCH ROAD - WALTHAM FOREST,,,,,,,,,,Waltham Forest,,537373,193166,"alleges shelter glass smashed.
no cctv at loc.

Bus Stop ALPHA ROAD 
Stop No 18075 
Road OLD CHURCH ROAD 
Direction WALTHAMSTOW 
Shelter Y 
Owner Council 
Status ACTIVE 
Point Letter B 
Access Node Y204 
SMS Code 54170 
Flag N 
Link Live Bus Arrival",CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 13:44,
,,9530827,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,11:00,11,10am-2pm,9,,,,,145,CRANBROOK ROAD - REDBRIDGE,,,,,,,,,,Redbridge,,543601,186477,"Collapsed drain in Bus stop M

No free NTC - If 2nd call recieved please advise and will advise not to stop at location over radio

no further calls",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 15:00,
,,9530846,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,11:09,11,10am-2pm,9,,,,,SL9,HIGH STREET - HILLINGDON,,,,,,,,,,Hillingdon,,508695,177708,"WHITE MALE 20S ABUSIVE TO DRIVER,     WANTS HIME REMOVED BEFORE CONTINUE. 
1111 RECALL CLEAR.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 11:13,
,,9530880,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,11:37,11,10am-2pm,9,,,,,,KING EDWARD'S ROAD - BARKING AND DAGENHAM,,,,,,,,,,Barking and Dagenham,,544913,183228,270    AWARE LFB RE DAMAGE TO BUS STOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 11:40,
,,9530891,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,11:59,11,10am-2pm,9,,,,,H22,HEATH ROAD - RICHMOND UPON THAMES,,,,,,,,,,Richmond upon Thames,,516160,173168,"NO COMMS
MALE, REFUSING TO PAY OR LEAVE, NOT ABUSIVE, REGULAR OFFENDER - DVR WILL RECORD VIA SMS 5",FRAUD OR FORGERY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,25/11/2023 12:05,
,,9530894,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,12:03,12,10am-2pm,9,,,,,425,MORNING LANE - HACKNEY,,,,,,,,,,Hackney,,535570,184785,"alleges shelter glass smashed

Bus Stop MORNING LANE / RETREAT PLACE 
Stop No BP2635 
Road MORNING LANE 
Direction DALSTON JUNCTION OR HOMERTON HOSPITAL 
Shelter Y 
Owner Transport for London 
Status ACTIVE 
Point Letter Y 
Access Node DF10 
SMS Code",CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 12:14,
,,9530903,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,12:08,12,10am-2pm,9,,,,,169,LEY STREET - REDBRIDGE,,,,,,,,,,Redbridge,,544582,187549,"report of fight in street - 2 men - no weapons seen.
one is asian male - nfd
bus continued from scene already.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 12:11,
,,9530942,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,12:39,12,10am-2pm,9,,,,,188,[BLANK],,,,,,,,,,Greenwich,,539137,179809,FEMALE REFUSING TO ALIGHT AT THE LAST STOP.     NO DESC PASSED.,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 13:08,
,,9530977,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,13:08,13,10am-2pm,9,,,,,386,WESTCOMBE PARK ROAD - GREENWICH,,,,,,,,,,Greenwich,,539629,177446,"alleges bus shelter is spray painted with 'FREE GAZA'.

due to political nature of graffiti it will need cleaning ASAP.

ibus shows se152 at Royal Parade so assume they mean one of the eastbound stops, passing to AO as NTC wont be able to clean and",CRIMINAL DAMAGE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 19:06,
,,9531000,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,13:26,13,10am-2pm,9,,,,,487,"ACTON LANE - EALING, BRENT",,,,,,,,,,Ealing,,520194,182633,"LARGE POTHOLE AT EXIT FROM HOSP, EXIT FROM HOSP ONTO ACTON LANE (OPP PARK ROYAL RD JUNC), JUST INSIDE HOSP GROUNDS AT THE ATS
APPROX 20cm DEEP
reported via fix my streets",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 13:34,
,,9531012,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,13:39,13,10am-2pm,9,,,,,,FREELANDS ROAD - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,540892,169508,"FROM MPS - HIGH RISK MISPER
FEMALE, WHITE, AA 45, 1m65cm, MEDIUM BUILD, CURLY BLACK HAIR, 
BLUE COAT, YELLOW SCARF, BLACK TROUSERS, PURPLE TRAINERS
LAST SEEN IN BROMLEY AREA 

ALL CALL MADE",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 14:12,
,,9531014,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,13:44,13,10am-2pm,9,,,,,109,"STREATHAM HIGH ROAD - LAMBETH, CROYDON",,,,,,,,,,Lambeth,,530375,170377,"bus and lorry in poss road rage incident.
shouting heard on radio - drv asking for mps - suspect it is escalating.
male dressed all in orange is lorry driver on cctv.
mf23wbo - cctv 1.4533",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,26/11/2023 16:10,
,,9531033,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,14:01,14,2pm-6pm,9,,,,,354,ANERLEY PARK - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,534740,170369,"MALE, WHITE, AA 30's, IN CAR (VRM: DA19XVH), DVR STATES A BUS HAS HIT HIS CAR, THIS BUS HAS NOT BEEN INVOLVED IN RTC, MALE DVR IS RACIALLY ABUSING AND THREATENING HIM WITH PHYSICAL VIOLENCE

14:19 - RECALL - MALE LEFT SCENE IN CAR, THEN CAME BACK AND",VIOLENCE AGAINST THE PERSON,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,26/11/2023 16:11,
,,9531034,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,14:03,14,2pm-6pm,9,,,,,,STRAND - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,530324,180649,"mps reporting a seperate group of protestors blocking road o/s waterstones.

NRT - NOTHING SEEN ON CCTV. RTPC CANT FIND ANYTHING IN LOCATION",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 16:13,
,,9531049,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,14:21,14,2pm-6pm,9,,,,,77,EARLSFIELD ROAD - WANDSWORTH,,,,,,,,,,Wandsworth,,526217,173495,"No Tx.  Garage called 
Confused female pax.  Police not attending and advised to call LAS.  Garage recalled as I have NFD.  Garage will try to get further details.
Garage recalled - Female 60 suffers from dementia and has one leg and in a wheelchair",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 16:44,
,,9531075,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,14:44,14,2pm-6pm,9,,,,,18,[BLANK],,,,,,,,,,Camden,,529663,182630,"FROM BSC - MALE, APPARENTLY INTOXICATED, BREATHING, ASLEEP, REFUSING TO LEAVE
Bus called on Code Red to say the same thing

1619 OPS MNGR - SPOKE TO BSC - NOT AWARE OF THIS INCIDENT - CONFIRMED THERE ARE NO ISSUES WITH ANY BUSES IN THE STATION. RTP",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 23:36,
,,9531090,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,15:00,15,2pm-6pm,9,,,,,249,ANERLEY ROAD - LONDON BOROUGH OF BROMLEY,,,,,,,,,,Bromley,,534495,169929,"ABUSIVE MALE , DRIVER WANTS HIM REMOVED.     NO DESC PASSED. 
1501 CLEAR CALL.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,3,26/11/2023 15:03,
,,9531094,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,15:02,15,2pm-6pm,9,,,,,H37,PRINCE REGENT ROAD - LONDON BOROUGH OF HOUNSLOW,,,,,,,,,,Hounslow,,513902,175920,"Drunk male sleeping on the bus.
CLEAR CALL 1507",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,26/11/2023 15:10,
,,9531117,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,15:24,15,2pm-6pm,9,,,,,88,OXFORD STREET - CITY OF WESTMINSTER,,,,,,,,,,Westminster,,529647,181361,"male armed with 2 x crutches smashing bus up and blocking road.
cctv 1.7301
cctv obs male was removed from road and detained on floor by 2 passers by to allow traffic move.
*1530 all moving - log cleareed.",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 15:30,
,,9531130,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,15:36,15,2pm-6pm,9,,,,,93,HIGH STREET - MERTON,,,,,,,,,,Merton,,523773,171156,Verbally abusive male on the bus,DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,TRUE,2,25/11/2023 16:44,
,,9531161,,,DIR,,,,,,,,27/11/2023,25/11/2023,2023,NOVEMBER,SATURDAY,16:02,16,2pm-6pm,9,,,,,133,BRIXTON ROAD - LAMBETH,,,,,,,,,,Lambeth,,531032,175390,"Male is lost and confused. 65 y/o
07596 29???  Garage called to get the tel number as very poor comms.
Garage called and given 2 numbers
07517 352131
07516 290006",DISTURBANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,FALSE,0,25/11/2023 16:13,
